CHR,P
6,0.18
6,0.43
17,0.332
17,0.457
8,0.126
8,0.376
8,0.251
8,0.501
8,0.876
8,0.626
8,0.751
1,0.536
1,0.786
1,0.661
9,2.069
15,1.252
15,1.127
6,0.147
19,1.064
20,0.589
15,0.195
15,0.445
15,0.32
16,1.116
16,0.965
16,0.84
19,1.654
16,0.59
10,0.551
4,0.219
4,0.094
10,0.801
10,0.926
10,0.676
9,0.58
9,0.83
12,1.769
9,0.955
11,0.196
11,0.321
4,0.015
11,0.446
2,0.74
2,0.24
2,0.365
2,0.49
2,0.865
2,0.615
2,0.99
13,0.935
13,0.56
4,0.436
4,0.186
4,0.061
4,0.311
23,0.284
23,0.409
11,0.163
4,0.107
14,0.578
2,0.207
1,2.249
18,0.89
18,0.14
18,0.265
18,0.765
18,0.39
4,2.074
6,1.586
6,1.211
11,0.38
17,0.712
14,1.694
11,0.755
11,0.63
11,0.13
11,0.505
11,0.255
14,1.069
17,0.837
21,0.274
21,0.524
18,1.256
18,0.232
21,0.774
18,1.006
9,1.552
12,0.443
12,0.193
12,0.318
3,0.237
3,0.612
6,1.551
6,1.301
3,0.362
3,0.487
3,0.987
3,0.737
7,0.549
7,0.674
10,1.363
7,0.799
10,0.214
10,0.089
10,1.238
2,2.187
12,0.16
15,0.575
15,0.825
15,0.95
3,1.728
3,1.353
3,0.204
3,1.103
3,1.228
3,1.478
12,0.058
19,0.512
19,0.262
19,0.637
7,1.29
7,1.79
7,1.04
7,1.665
10,0.431
10,0.181
10,0.306
1,0.6
1,0.35
1,0.85
1,0.725
1,0.475
21,0.458
11,1.227
11,1.352
11,1.102
5,0.662
5,0.537
5,0.912
13,0.042
13,0.315
13,0.44
10,0.148
4,0.566
4,0.691
4,0.941
7,1.005
7,1.13
11,1.317
11,1.067
13,0.111
8,0.796
5,1.028
8,0.671
8,0.546
5,1.153
13,0.157
4,1.307
20,0.759
20,0.259
20,0.634
20,0.509
20,0.384
1,1.697
1,1.447
1,1.072
1,1.822
6,0.659
6,0.534
6,0.784
6,0.909
17,0.686
17,0.561
20,1.5
20,0.226
18,0.579
18,0.829
18,0.704
9,-0.0
9,0.125
9,0.625
9,0.375
9,0.75
9,0.25
22,0.684
22,0.809
22,0.934
7,0.146
21,0.963
21,0.588
9,0.092
9,0.217
2,1.776
2,1.651
2,1.151
16,0.319
16,0.194
16,0.444
13,1.721
13,1.221
13,1.471
13,1.596
14,0.044
7,0.238
7,0.738
7,0.613
7,0.488
7,0.363
23,0.171
11,0.675
11,0.8
14,0.09
14,0.215
16,0.161
19,0.576
19,0.826
13,1.936
7,0.205
23,0.138
23,0.888
23,0.638
23,0.388
23,0.763
23,0.263
23,0.513
17,1.123
17,0.224
14,0.432
14,0.182
14,0.307
8,0.143
5,0.476
5,0.351
5,0.601
5,0.726
5,0.976
6,0.414
6,0.289
17,0.441
17,0.316
8,0.985
8,0.235
8,0.485
8,0.36
8,0.61
8,0.735
1,0.52
1,0.77
1,0.645
1,0.395
1,0.27
12,0.922
12,0.547
15,1.361
12,0.672
15,0.212
3,0.341
3,0.466
22,0.041
17,0.158
20,0.573
20,0.698
22,0.439
20,0.029
23,1.11
23,1.235
12,1.163
12,1.663
12,1.538
22,0.11
15,0.179
15,0.304
15,0.429
6,0.723
6,0.473
6,0.348
6,0.848
6,0.598
6,0.973
16,1.6
16,1.725
16,1.1
22,0.156
10,0.91
10,0.66
10,0.535
10,0.785
1,0.329
1,0.454
9,0.564
9,0.939
12,1.128
12,1.253
12,1.003
8,1.082
8,1.207
2,0.599
2,0.474
2,0.349
2,0.974
2,0.849
2,0.724
16,1.065
22,0.123
22,0.373
16,1.19
22,0.498
13,0.794
13,0.544
13,0.919
4,0.295
4,0.42
11,0.147
18,0.124
18,0.249
18,0.374
18,0.624
18,0.499
6,1.32
6,1.07
5,1.422
18,0.045
11,0.989
11,0.864
11,0.239
14,1.053
11,0.739
11,0.614
11,0.489
17,0.571
11,0.364
14,1.178
2,0.408
2,0.283
18,1.24
18,0.091
18,0.216
9,1.286
9,1.161
12,0.427
12,0.177
12,0.302
3,1.247
3,1.497
3,1.372
3,0.471
3,0.596
3,0.971
3,0.846
3,0.346
21,0.225
18,0.433
18,0.183
18,0.308
12,0.144
3,1.337
19,0.746
19,0.371
19,0.621
19,0.246
7,1.649
7,1.149
7,1.024
10,0.415
10,0.29
1,0.709
1,0.834
1,0.584
21,0.442
21,0.192
23,0.808
23,0.683
23,0.558
11,1.086
12,0.361
12,0.236
12,0.486
12,0.611
12,0.861
12,0.736
5,0.771
5,0.271
5,0.646
5,0.521
5,0.896
5,0.396
16,0.673
16,0.548
19,0.088
13,2.097
7,0.342
13,0.299
7,0.467
13,0.174
13,0.424
1,1.825
1,1.325
1,1.2
11,1.301
11,1.176
11,1.426
8,0.78
8,0.28
8,0.405
8,0.655
5,1.012
8,0.53
5,1.887
5,1.137
20,0.072
13,0.141
4,1.416
4,1.166
20,0.368
20,0.243
20,0.618
20,0.993
13,0.733
13,0.483
13,0.608
13,0.858
13,0.358
6,0.393
6,0.768
6,0.268
6,0.643
6,0.518
6,0.893
17,0.545
17,0.92
20,1.609
17,0.795
20,1.234
17,0.67
8,0.464
8,0.339
18,0.813
18,0.563
9,0.734
9,0.609
9,0.359
9,0.484
9,0.859
22,0.543
4,0.34
4,0.465
21,0.572
2,1.135
2,1.26
22,1.159
16,0.428
16,0.178
16,0.303
13,1.205
7,0.347
7,0.472
7,0.722
7,0.597
21,1.188
21,1.063
23,0.03
23,0.155
9,0.418
9,0.293
11,0.909
11,0.534
11,0.784
11,0.659
2,0.203
2,0.453
2,0.328
23,0.053
23,0.076
16,0.145
4,0.524
4,0.274
4,0.649
13,1.045
4,0.399
4,0.774
23,0.872
23,0.372
23,0.247
23,0.747
23,0.497
23,0.122
23,0.622
17,1.107
17,1.232
14,0.291
5,0.585
5,0.71
23,0.043
9,2.072
3,0.233
23,0.214
23,0.089
17,0.425
17,0.175
7,2.845
17,0.3
8,0.844
8,0.469
8,0.344
8,0.719
8,0.969
12,0.406
12,0.531
12,0.281
12,0.656
12,0.781
15,1.345
3,0.45
3,0.2
3,0.325
17,0.142
19,1.657
1,0.221
12,1.022
12,1.147
15,0.413
15,0.288
3,0.167
6,0.582
6,0.957
6,0.707
6,0.832
10,0.394
10,0.644
7,2.275
10,0.269
10,0.519
10,0.894
1,0.438
1,0.188
1,0.313
8,1.816
8,1.316
8,1.566
8,1.066
1,0.109
16,1.049
22,0.482
22,0.607
22,0.982
22,0.732
22,0.857
16,1.299
13,0.403
13,0.778
13,0.278
13,0.528
13,0.653
5,2.388
6,1.554
6,1.429
6,1.804
6,1.179
11,0.348
11,0.598
11,0.848
14,1.787
14,1.037
11,0.473
18,1.724
18,1.849
18,1.349
18,1.099
9,1.145
9,1.895
9,1.52
3,1.356
3,0.83
3,0.58
6,1.519
3,0.705
3,0.955
6,1.144
6,1.394
6,1.644
6,1.019
9,0.013
18,0.292
18,0.417
9,0.338
9,0.463
3,1.946
3,1.571
3,1.071
13,2.616
19,0.98
19,0.355
19,0.48
19,0.73
19,0.605
7,1.008
7,1.258
7,0.234
1,0.693
1,0.568
1,0.818
21,0.176
21,0.301
21,0.426
11,1.32
12,0.47
12,0.345
12,0.595
12,0.845
11,1.07
14,0.461
14,0.336
12,0.97
12,0.72
5,0.255
5,0.88
5,0.38
5,0.13
5,0.505
5,0.755
16,0.657
16,0.907
16,0.782
4,1.31
23,0.005
7,0.201
7,0.326
7,0.451
1,1.059
2,0.682
2,0.932
5,1.246
2,0.557
5,0.222
5,1.496
19,0.414
4,1.4
4,1.025
4,1.275
14,0.52
14,0.645
20,0.477
14,0.395
20,0.852
20,0.352
8,0.231
13,0.967
13,0.592
15,0.458
15,0.333
6,0.127
6,0.502
6,0.252
6,0.377
6,0.877
17,0.654
17,0.279
17,0.404
20,1.343
17,0.529
8,0.198
8,0.448
8,0.323
2,1.388
2,1.513
3,0.804
3,0.679
3,0.554
6,0.219
6,0.094
22,0.277
22,0.402
15,0.392
15,0.767
15,0.642
15,0.517
22,1.768
22,1.018
16,0.412
16,0.287
13,1.064
4,0.166
7,0.581
7,0.831
7,0.956
7,0.706
11,0.268
11,0.643
11,0.518
11,0.768
11,0.393
11,0.893
2,0.437
2,0.312
4,0.258
4,0.633
4,0.883
13,1.279
4,0.758
13,1.779
4,0.508
4,0.383
13,1.404
2,0.108
23,0.481
23,0.731
23,0.356
14,2.823
2,0.154
5,0.569
5,0.694
5,0.944
18,0.462
15,1.739
2,0.075
23,1.097
11,0.202
17,0.284
11,0.452
11,0.327
8,0.953
8,0.703
8,0.578
12,0.515
12,0.265
12,0.39
12,0.14
12,0.89
12,0.64
12,0.765
15,1.079
15,1.204
3,0.434
3,0.059
3,0.184
3,0.309
19,1.766
11,2.09
8,1.319
8,1.069
10,0.161
3,0.105
1,0.205
12,1.631
12,1.006
12,0.232
12,1.256
6,0.691
6,0.816
6,0.566
6,0.941
16,1.068
19,0.459
19,0.334
10,0.128
10,0.753
3,0.072
10,0.253
10,0.503
10,0.378
10,0.628
1,0.297
1,0.422
1,0.172
21,0.405
21,0.53
21,0.28
21,0.655
21,0.78
17,0.237
16,1.033
22,0.841
22,0.591
16,1.408
22,0.716
13,0.262
13,0.762
13,0.387
10,0.22
13,0.512
9,1.523
9,1.648
9,1.148
14,1.431
14,1.056
5,2.372
6,1.163
6,1.038
20,0.331
20,0.456
11,0.957
11,0.832
14,1.271
11,0.582
10,1.1
2,2.299
18,1.458
15,0.562
15,0.687
15,0.937
3,1.09
4,0.028
9,0.197
9,0.322
9,0.447
3,1.555
3,1.93
3,1.43
3,1.18
4,0.678
4,0.803
7,1.117
4,0.553
7,0.218
7,0.093
4,0.928
21,0.41
21,0.285
9,0.164
11,1.054
12,0.704
12,0.579
12,0.829
11,1.179
12,0.954
11,1.804
5,0.364
5,0.239
5,0.489
5,0.614
5,0.989
5,0.739
5,0.864
16,0.516
16,0.391
4,1.294
4,1.169
4,1.544
7,0.06
7,0.31
7,0.435
7,0.185
1,1.168
1,1.043
14,0.162
7,0.106
2,0.791
2,0.541
2,0.666
5,1.48
5,0.206
16,0.233
4,1.134
10,0.692
10,0.567
4,1.009
4,1.634
8,0.044
23,0.335
23,0.46
20,1.612
14,0.254
14,0.754
20,0.961
20,0.836
14,0.379
20,0.586
14,0.629
8,0.09
8,0.215
5,0.298
5,0.423
5,0.173
13,0.826
13,0.701
13,0.576
6,0.236
6,0.486
6,0.361
6,0.611
6,0.861
6,0.986
17,0.638
17,0.263
17,0.888
17,0.388
17,0.513
17,0.763
17,0.138
8,0.432
8,0.182
8,0.307
1,0.467
1,0.342
15,0.159
3,0.913
3,0.788
3,0.663
15,0.057
22,0.386
22,0.261
8,2.07
21,1.316
21,1.441
21,1.066
15,0.626
15,0.251
15,0.376
15,0.126
15,0.501
15,0.751
4,0.104
6,0.42
6,0.295
22,1.127
22,1.752
13,1.298
13,1.423
13,1.173
7,0.815
7,0.565
7,0.69
1,0.776
1,0.651
1,0.401
1,0.526
1,0.276
1,0.901
21,1.031
17,1.11
2,0.421
2,0.296
4,0.992
4,0.242
4,0.492
4,0.367
4,0.742
11,0.094
11,0.219
16,0.705
16,0.58
19,1.144
16,0.83
19,1.019
18,0.196
18,0.321
18,0.446
15,1.098
11,0.015
15,1.223
23,1.831
20,0.56
20,0.935
11,0.186
11,0.436
11,0.061
11,0.311
2,0.48
2,0.98
2,0.355
2,0.605
2,0.73
2,0.855
18,0.163
12,0.999
12,0.124
12,0.624
12,0.874
12,0.374
15,1.188
12,0.499
3,0.418
3,0.293
12,0.045
8,1.178
8,1.303
9,0.551
9,0.801
12,1.24
9,0.926
12,0.091
12,0.216
9,0.676
12,1.365
12,1.115
16,1.177
17,0.577
17,0.952
17,0.702
17,0.827
19,0.443
15,0.558
10,0.487
10,0.362
10,0.237
10,0.862
10,0.612
10,0.737
10,0.987
21,0.764
21,0.639
21,0.889
21,0.139
21,0.264
12,0.433
12,0.308
12,0.183
14,0.799
14,0.549
14,0.674
5,0.468
5,0.343
19,0.16
16,1.392
16,1.017
7,0.914
13,0.496
13,0.621
13,0.746
13,0.121
7,0.539
13,0.246
13,0.371
10,1.353
10,0.204
13,0.871
19,0.058
14,1.665
14,1.04
14,1.29
5,2.356
13,0.213
13,0.088
6,1.272
6,1.022
6,1.147
20,0.042
20,0.315
11,0.941
11,0.816
14,1.38
11,0.691
11,0.566
18,1.067
18,1.192
20,0.111
18,1.442
15,0.671
15,0.546
15,0.796
3,1.324
3,1.074
3,1.449
3,1.199
6,0.465
6,0.34
20,0.157
11,1.307
20,2.078
8,0.536
8,0.661
8,0.786
20,0.078
9,0.181
9,0.431
9,0.306
3,1.039
3,1.164
3,1.414
9,0.102
4,0.537
4,0.662
4,0.912
7,1.976
4,0.787
1,1.062
1,1.937
1,1.687
1,1.187
12,0.563
12,0.688
12,0.813
5,1.249
5,1.124
5,1.749
16,-0.0
16,0.5
16,0.125
16,0.875
16,0.625
16,0.375
4,1.153
4,1.778
7,0.294
7,0.419
1,1.527
1,1.402
23,0.227
14,0.146
2,0.275
2,0.4
2,0.525
5,1.214
2,0.9
5,1.339
5,1.464
2,0.775
5,1.589
16,0.092
16,0.217
23,0.319
23,0.194
23,0.069
20,1.596
20,1.846
20,1.096
23,0.444
14,0.738
14,0.988
14,0.363
14,0.238
14,0.613
14,0.488
2,1.641
2,1.016
5,0.282
5,0.407
23,0.115
18,0.55
18,0.8
17,0.076
23,2.332
17,0.372
17,0.747
17,0.247
17,0.497
17,0.122
17,0.622
20,1.436
8,0.416
8,0.291
21,0.809
21,0.934
21,0.559
17,0.043
15,0.143
3,0.522
3,0.397
3,0.647
3,0.272
3,0.897
3,0.772
17,1.113
17,0.214
17,0.089
22,0.37
22,0.995
22,0.745
22,0.12
22,0.62
1,0.168
15,0.235
15,0.36
15,0.735
15,0.485
15,0.61
15,0.985
19,0.547
22,1.236
22,0.212
13,1.282
10,0.466
10,0.341
1,0.635
1,0.385
1,0.26
1,0.76
1,0.51
21,1.14
6,2.167
22,0.179
22,0.429
22,0.304
4,0.726
4,0.601
4,0.476
4,0.851
4,0.976
23,1.85
23,0.949
23,0.699
23,0.824
23,0.574
16,0.564
16,0.689
19,1.253
18,0.18
18,0.305
18,0.43
15,1.457
20,0.669
20,0.919
20,0.794
11,0.295
11,0.42
8,1.197
8,1.447
8,1.322
2,0.589
2,0.839
2,0.714
18,0.147
7,0.014
21,0.11
7,2.137
8,1.787
8,1.162
8,1.662
18,0.864
18,0.364
18,0.239
18,0.489
18,0.614
9,0.66
9,0.91
12,1.099
12,1.974
12,1.349
19,0.427
19,0.302
19,0.177
10,0.721
10,0.846
10,0.471
10,0.346
21,0.873
21,0.123
21,0.373
21,0.498
12,0.417
12,0.292
14,0.658
14,0.533
14,0.908
14,0.783
3,0.586
3,0.836
3,0.711
6,1.025
6,1.275
5,0.202
5,0.327
5,0.452
21,0.044
19,0.144
7,0.398
13,0.98
7,0.773
10,1.462
10,1.337
13,0.355
13,0.48
13,0.605
13,0.73
7,0.273
13,0.855
14,1.524
14,1.649
18,1.461
19,0.861
19,0.611
19,0.236
19,0.736
18,1.211
19,0.486
18,1.711
23,0.548
23,0.673
23,0.798
23,3.118
14,0.342
20,0.424
20,0.299
2,2.392
18,1.176
18,1.051
13,0.414
13,0.289
15,0.28
15,0.655
3,1.183
3,1.683
3,1.308
3,1.808
3,1.058
3,1.558
6,0.199
6,0.324
6,0.449
13,2.228
20,0.141
11,1.291
11,1.666
7,1.495
8,0.52
8,0.395
8,0.27
8,0.77
7,1.245
1,0.68
1,0.555
1,0.93
2,0.783
9,0.29
9,0.415
6,0.166
3,1.398
1,1.296
1,1.796
1,1.171
5,1.108
5,1.233
16,0.484
16,0.359
16,0.609
4,1.012
4,1.262
1,1.011
1,1.136
1,1.761
23,2.011
9,0.349
9,0.599
9,0.849
9,0.724
9,0.474
11,0.34
2,0.759
2,0.384
2,0.509
2,0.259
5,1.323
2,0.884
5,1.073
2,0.634
4,0.33
4,0.455
23,0.428
23,0.303
23,0.178
20,1.08
20,1.205
14,0.347
14,0.847
14,0.722
14,0.597
14,0.472
2,1.25
2,1.625
2,0.226
2,1.125
18,0.534
18,0.784
23,0.145
17,0.356
17,0.856
17,0.481
17,0.731
8,2.198
8,2.448
21,0.918
21,0.668
13,1.535
13,1.41
13,1.66
12,0.462
12,0.337
3,0.631
3,0.256
3,0.506
3,0.881
1,0.106
17,1.097
8,2.163
10,0.233
15,0.344
15,0.469
15,0.719
3,0.223
1,0.073
19,0.531
19,0.281
19,0.406
10,0.2
10,0.325
10,0.45
1,0.744
1,0.369
1,0.494
1,0.244
1,0.869
1,0.994
1,0.619
5,0.556
5,0.931
5,0.681
5,0.806
19,1.022
22,0.413
13,0.334
13,0.459
4,0.96
4,0.71
4,0.585
6,0.028
23,1.424
20,0.278
11,2.077
20,0.403
20,0.778
20,0.653
8,1.056
2,0.698
2,0.573
2,0.823
12,1.368
12,1.618
2,0.029
6,0.803
6,0.553
6,0.678
8,1.021
8,1.271
8,1.646
18,0.598
18,0.348
18,0.473
9,0.394
9,0.269
12,1.958
12,1.583
12,1.333
9,0.769
9,0.519
9,0.644
16,1.27
10,1.106
7,0.165
10,0.58
10,0.955
10,0.705
21,0.607
21,0.982
21,0.857
3,0.57
3,0.695
6,1.259
3,0.945
3,0.82
5,0.311
5,0.061
5,0.186
5,0.436
6,1.134
6,1.009
6,1.384
16,0.463
16,0.338
7,0.632
7,0.507
7,0.382
7,0.757
7,0.257
5,0.107
14,1.008
14,0.234
2,2.161
2,0.523
18,1.445
19,0.845
19,0.47
19,0.345
18,1.32
19,0.595
5,0.074
23,0.907
23,0.532
14,0.326
20,0.283
14,0.201
14,0.451
20,0.408
8,0.162
5,0.12
5,0.37
5,0.245
5,0.87
5,0.495
5,0.745
5,0.62
5,0.995
18,1.535
15,0.264
15,0.139
15,0.514
15,0.389
3,1.667
3,1.292
6,0.183
6,0.308
6,0.433
17,0.335
11,1.025
8,0.379
8,0.129
8,0.629
8,0.254
8,0.504
8,0.754
8,0.879
6,0.104
1,0.664
1,0.539
1,0.914
3,1.007
3,1.382
20,0.592
20,0.842
22,0.333
22,0.458
1,1.155
1,1.03
15,0.323
15,0.198
15,0.448
5,1.342
16,0.718
16,0.593
16,0.843
4,1.496
10,0.554
4,0.222
10,0.804
4,1.371
10,0.679
9,0.958
9,0.833
9,0.708
9,0.583
11,0.324
11,0.199
11,0.449
2,0.493
2,0.243
2,0.993
2,0.368
5,1.307
5,1.432
2,0.743
2,0.618
5,1.057
4,0.439
4,0.314
23,0.412
23,0.287
20,1.814
20,1.689
11,0.166
4,0.11
14,0.706
2,1.609
2,1.484
2,0.21
18,0.518
18,0.268
18,0.393
18,0.768
18,0.893
23,0.01
7,0.027
11,0.883
11,0.508
11,0.258
11,0.383
11,0.633
17,0.59
11,0.758
17,0.715
17,0.84
20,1.029
13,1.894
12,0.196
12,0.321
12,0.446
3,0.24
3,0.365
3,0.49
3,0.99
17,1.456
17,1.956
7,0.677
7,0.927
7,0.802
7,0.552
12,0.163
15,0.828
15,0.578
15,0.703
6,2.17
19,0.265
19,0.14
19,0.39
22,1.454
22,1.079
19,0.515
19,0.64
10,0.059
10,0.184
10,0.309
10,0.434
1,0.603
1,0.978
1,0.478
1,0.353
1,0.728
1,0.853
21,0.336
12,0.38
12,0.505
12,0.755
12,0.255
15,1.694
12,0.13
10,0.105
5,0.79
5,0.665
5,0.54
5,0.915
19,1.006
13,0.318
13,0.443
13,0.193
4,0.944
4,0.819
4,0.569
4,0.694
23,1.068
14,2.134
8,0.674
8,0.549
8,0.799
13,0.16
13,0.058
20,0.887
20,0.262
20,0.512
20,0.637
20,0.387
7,2.265
12,1.352
6,0.662
6,0.537
20,0.229
4,2.317
8,1.005
8,1.13
8,1.38
18,0.832
18,0.957
18,0.707
9,0.128
9,0.253
12,1.067
9,0.378
12,1.317
9,0.503
9,0.628
6,1.653
6,1.028
6,1.153
16,1.629
22,0.812
22,0.687
16,1.129
7,0.149
11,0.028
21,0.591
9,1.244
9,1.119
9,0.22
16,0.322
16,0.197
16,0.447
7,0.241
7,0.991
7,0.866
7,0.366
10,1.055
7,0.491
10,1.18
7,0.741
11,0.553
11,0.678
11,0.803
14,1.867
14,0.218
14,0.093
2,2.52
16,0.164
19,0.579
19,0.954
23,0.391
23,0.516
23,0.641
23,0.266
23,0.891
11,1.419
17,0.227
14,0.06
14,0.435
14,0.185
14,0.31
8,0.146
5,0.854
5,0.354
2,2.86
5,0.729
5,0.479
14,0.106
3,1.151
3,1.901
3,1.026
3,1.651
6,0.417
6,0.292
17,0.319
17,0.444
17,0.194
11,1.259
11,1.009
11,1.384
15,0.044
7,1.088
8,0.238
8,0.613
8,0.363
8,0.738
8,0.488
7,1.588
8,0.863
12,0.675
12,0.8
12,0.55
15,0.09
15,0.215
17,0.161
20,0.576
17,2.582
22,0.317
22,0.442
22,0.192
1,1.889
1,1.014
1,1.139
1,1.264
1,1.639
15,0.182
15,0.432
5,1.076
6,0.351
6,0.601
6,0.476
5,1.326
5,1.451
6,0.726
6,0.976
22,0.159
4,1.48
10,0.538
10,0.788
4,0.206
10,0.913
10,0.663
4,1.23
1,0.457
22,0.057
1,0.332
8,2.111
9,0.692
9,0.567
2,0.602
2,0.727
2,0.352
2,0.477
2,0.977
5,1.166
2,0.852
22,0.126
22,0.251
22,0.501
22,0.751
22,0.876
13,0.922
11,0.104
4,0.298
4,0.423
4,0.173
11,0.15
14,0.815
14,0.94
2,1.343
2,1.093
2,1.218
18,0.127
18,0.502
18,0.377
18,0.752
18,0.252
18,0.627
17,1.225
17,1.725
17,1.1
17,1.475
11,0.367
11,0.242
17,0.574
17,0.699
11,0.617
11,0.742
17,0.949
20,1.638
8,2.041
2,0.411
2,0.286
18,0.219
18,0.094
13,1.003
13,1.378
3,0.599
3,0.349
3,0.474
3,0.974
3,0.724
17,1.065
17,1.94
22,1.473
22,1.223
17,1.19
22,1.098
21,1.127
18,0.186
18,0.061
18,0.436
12,0.147
19,0.124
19,0.499
19,0.374
22,1.313
22,1.688
19,0.749
10,0.418
10,0.293
1,0.712
1,0.587
1,0.837
21,0.195
21,0.445
21,0.32
19,0.045
12,0.364
12,0.489
12,0.614
12,0.239
12,0.989
12,0.864
15,1.053
3,0.283
3,0.408
5,0.399
5,0.649
5,0.274
5,0.524
5,0.774
5,0.899
16,0.551
16,0.676
19,1.615
16,0.926
19,0.091
19,0.216
13,0.302
13,0.177
13,0.427
23,1.427
8,0.908
8,0.783
8,0.533
20,0.075
13,0.144
23,1.517
23,1.142
23,1.267
14,0.539
20,0.496
20,0.371
20,0.621
20,0.121
11,2.17
14,0.914
14,0.664
20,0.246
7,2.249
8,1.149
8,1.649
16,1.632
16,1.007
12,1.086
13,0.486
13,0.736
13,0.236
13,0.611
12,1.336
12,1.586
13,0.361
13,0.986
6,0.396
6,0.521
6,0.896
6,0.646
17,0.548
17,0.798
17,0.923
17,0.673
8,0.467
8,0.342
18,0.691
18,0.566
9,0.237
9,0.487
9,0.862
9,0.612
12,1.051
9,0.362
9,0.737
12,1.176
5,2.612
6,1.137
6,1.012
6,1.262
22,0.546
10,1.449
10,1.199
4,0.343
4,0.468
21,0.575
21,0.7
21,0.825
9,1.228
9,1.478
9,0.204
9,1.103
16,0.306
16,0.181
16,0.431
7,0.6
7,0.725
10,1.289
10,1.664
7,0.35
7,0.475
10,1.039
7,0.85
10,1.164
9,0.421
9,0.296
11,0.662
11,0.537
14,1.726
14,1.476
11,0.912
2,0.456
23,0.056
2,0.331
23,0.079
18,1.913
19,0.938
19,0.688
18,1.038
4,0.402
4,0.277
4,0.652
4,0.527
4,0.902
7,1.216
7,1.091
17,2.011
23,0.75
23,0.875
23,0.375
23,0.125
23,0.25
23,0.625
23,0.0
23,0.5
11,1.153
11,1.028
14,0.419
14,0.294
23,0.023
5,0.588
5,0.838
5,0.963
5,0.713
23,0.046
3,1.135
3,1.01
23,0.092
23,0.217
17,0.178
17,0.303
8,0.847
8,0.722
8,0.347
8,0.597
8,0.472
12,0.534
12,0.784
12,0.659
3,0.453
3,0.328
3,0.203
17,0.145
17,2.191
4,1.124
4,1.624
1,1.123
1,0.224
15,2.214
15,0.416
5,1.185
6,0.71
5,1.31
6,0.96
5,1.56
22,0.143
4,1.214
10,0.397
10,0.272
10,0.647
10,0.522
10,0.772
1,0.441
1,0.316
1,0.191
2,1.737
1,0.112
22,0.485
22,0.235
22,0.86
22,0.36
22,0.61
13,0.281
13,0.406
13,0.781
13,0.531
4,0.282
4,0.407
13,0.906
13,0.656
20,1.407
20,1.032
2,1.202
2,1.327
2,1.077
17,1.834
17,1.334
11,0.351
11,0.726
11,0.476
11,0.601
6,2.298
23,0.564
23,0.939
22,1.082
17,1.174
21,1.861
21,1.361
21,0.212
21,1.236
18,0.295
18,0.42
9,0.341
9,0.466
14,0.014
19,0.358
19,0.858
22,1.297
22,1.172
19,0.733
1,0.571
1,0.696
1,0.946
21,0.179
21,0.304
12,0.348
12,0.473
12,0.848
12,0.598
14,2.012
12,0.973
12,0.723
5,0.258
5,0.383
5,0.508
5,0.633
5,0.758
5,0.883
16,0.66
16,0.535
19,1.224
16,0.91
7,0.454
7,0.329
2,0.935
2,0.56
2,0.685
5,0.225
19,0.417
23,1.001
14,0.773
20,0.605
20,0.73
20,0.48
20,0.355
11,2.279
14,0.398
14,0.523
8,1.883
14,0.648
8,0.234
5,0.317
5,0.442
5,0.192
12,1.195
12,1.32
13,0.845
13,0.345
13,0.72
13,0.595
15,0.461
15,0.336
13,0.47
13,0.97
6,0.255
6,0.505
6,0.13
6,0.38
6,0.755
6,0.63
11,0.92
17,0.657
17,0.782
17,0.532
8,0.326
8,0.201
8,0.451
11,1.195
9,1.622
9,1.122
9,1.247
3,0.932
3,0.807
3,0.682
6,1.246
6,0.222
6,1.121
6,1.496
20,0.289
20,0.414
22,0.405
22,0.28
22,0.53
10,1.183
14,0.273
18,1.166
9,1.462
15,0.52
15,0.645
14,1.245
14,1.12
14,1.87
9,1.712
15,0.395
16,0.415
16,0.29
7,0.834
7,0.584
10,1.148
7,0.709
2,0.042
11,0.521
11,0.271
11,0.646
11,0.396
14,1.46
14,1.335
2,2.613
3,1.513
2,0.19
2,0.44
2,0.315
4,0.636
4,0.386
4,0.261
7,1.075
7,1.2
4,0.511
4,0.761
7,1.325
2,0.111
23,0.859
23,0.484
23,0.359
23,0.984
23,0.734
11,1.012
2,0.157
5,0.697
5,0.572
5,0.822
18,0.34
18,0.465
2,0.078
11,0.33
11,0.455
17,0.412
8,0.581
8,0.706
8,0.831
12,0.518
12,0.268
12,0.393
12,0.893
12,0.768
3,0.437
3,0.312
4,1.483
4,1.233
4,1.358
4,1.108
10,0.164
3,0.108
1,1.107
1,1.482
1,0.208
1,1.232
1,1.857
3,0.154
5,1.169
6,0.694
6,0.819
5,1.294
6,0.569
10,0.256
10,0.506
3,0.075
10,0.756
10,0.381
10,0.631
10,0.881
1,0.425
1,0.175
1,0.3
21,0.783
2,1.096
2,1.846
2,1.346
2,1.221
22,0.469
22,0.344
22,0.969
7,0.683
13,0.39
13,0.89
13,0.14
10,0.223
7,0.558
13,0.765
13,0.515
13,0.265
20,1.141
20,1.266
20,1.641
2,1.061
2,1.686
13,1.131
13,1.631
13,0.232
13,1.006
17,1.193
17,1.068
20,0.459
20,0.334
11,0.585
11,0.71
11,0.96
17,1.033
17,1.533
22,1.566
21,1.47
15,1.181
15,1.056
9,0.2
9,0.45
9,0.325
19,1.493
4,0.806
4,0.681
7,0.221
21,0.288
18,2.167
18,2.042
12,0.707
12,0.582
12,0.832
15,1.021
15,1.396
16,0.269
16,0.394
16,0.769
16,0.644
16,0.519
